horizon,stock_weight,bond_weight,t_bill_weight,iteration
1,0.0,0.24,0.76,0
2,0.09020360908738335,0.8384156639930002,0.07138072691961647,0
3,0.842565207257554,0.088547116853436,0.06888767588900999,0
4,0.731006207713926,0.045605098509188105,0.22338869377688572,0
5,0.11355412354100353,0.7465784555415151,0.13986742091748117,0
6,0.6169510822987895,0.1441935294659334,0.23885538823527708,0
7,0.5181152261945711,0.20877547720273362,0.27310929660269534,0
8,0.4383855820415852,0.031154362790022733,0.530460055168392,0
9,0.5308467070836019,0.20116675908350837,0.26798653383288973,0
10,0.43884038351891164,0.24756827825456199,0.31359133822652646,0
11,0.32622717392870726,0.5492025240030312,0.12457030206826152,0
12,0.3345742326193728,0.6201139467687607,0.04531182061186653,0
13,0.07873758472883557,0.5094128994728012,0.41184951579836326,0
14,0.21036313114850871,0.7384326280252873,0.05120424082620387,0
15,0.6729384143613484,0.2493026946969687,0.07775889094168296,0
16,0.11764688594419154,0.43860405320376733,0.44374906085204124,0
17,0.15454579146488118,0.21485169652346608,0.6306025120116527,0
18,0.15203119114919092,0.7168208400214707,0.13114796882933838,0
19,0.5705723320531478,0.015903048160293812,0.4135246197865583,0
20,0.6339744097435772,0.2724574155885502,0.09356817466787264,0
21,0.7101374056682984,0.2734620618930365,0.01640053243866506,0
22,0.3404521106050811,0.654746943940855,0.004800945454063912,0
23,0.5256668865449974,0.14729794670819024,0.32703516674681243,0
24,0.12767972057118213,0.32526987789008516,0.5470504015387327,0
25,0.4279314322517029,0.5556606766524625,0.016407891095834605,0
26,0.2667046864429492,0.5018931988424153,0.23140211471463543,0
27,0.26405492468266795,0.09260027307897989,0.6433448022383522,0
28,0.1079241505973539,0.4541759479373354,0.4378999014653107,0
29,0.7780929347154959,0.060472324482447354,0.1614347408020568,0
30,0.4082450251378882,0.0289238824969669,0.562831092365145,0
31,0.4831514607414599,0.3491580251001999,0.16769051415834021,0
32,0.16177384070327355,0.7213003606661162,0.11692579863061026,0
33,0.481730762558429,0.08463549755366223,0.43363373988790876,0
34,0.40720649527959596,0.34333378901933836,0.2494597157010656,0
35,0.226832709699259,0.2924572593806217,0.4807100309201194,0
36,0.42127942657764367,0.262805045428143,0.31591552799421335,0
37,0.1344930977147657,0.3656432821088937,0.4998636201763408,0
38,0.11536707888480631,0.05483403588889378,0.8297988852263,0
39,0.24500522461703794,0.22406526318513872,0.5309295121978233,0
40,0.24276302471088254,0.2739645963981561,0.4832723788909613,0
41,0.194847318229595,0.5077103426083263,0.29744233916207874,0
42,0.7166368634906908,0.1014562063806974,0.18190693012861187,0
43,0.3050120154599978,0.1960629038140193,0.498925080725983,0
44,0.0007356775671974221,0.3638375742706147,0.6354267481621879,0
45,0.868853242697544,0.07201299590222814,0.05913376140022791,0
46,0.04321751246738113,0.6189620819316355,0.33782040560098336,0
47,0.40724443853627923,0.5746969539029686,0.01805860756075216,0
48,0.15114072504751153,0.016035329292415083,0.8328239456600733,0
49,0.8524288612952856,0.017436109100883664,0.1301350296038308,0
50,0.13101387551336108,0.27122121713482844,0.5977649073518105,0
1,0.0,0.24,0.76,1
2,0.14314495188009613,0.7533983386450529,0.10345670947485097,1
3,0.7962531688210595,0.13602682950906447,0.06772000166987607,1
4,0.6838331695858315,0.10570581136684104,0.21046101904732745,1
5,0.15210851935584813,0.6970045299888926,0.15088695065525926,1
6,0.5931483435125238,0.17065231162331165,0.23619934486416458,1
7,0.5041785596431002,0.2261198654710145,0.2697015748858853,1
8,0.456404267982785,0.04905954966914544,0.49453618234806956,1
9,0.5396014898279268,0.20862828113562237,0.25177022903645085,1
10,0.4447784274962614,0.27068907087593613,0.2845325016278026,1
11,0.33140866855663764,0.523162313094831,0.1454290183485314,1
12,0.3629031628428564,0.5773355468017141,0.05976129035542954,1
13,0.13263218236671656,0.4655100077770043,0.4018578098562791,1
14,0.2510774261040938,0.6731737679029506,0.07574880599295564,1
15,0.6433772677222853,0.2772244062089502,0.07939832606876446,1
16,0.16759686002537286,0.40487388894873516,0.42752925102589195,1
17,0.18878789354842979,0.23272316422751999,0.5784889422240502,1
