start,iteration,global_step,bisection_iteration,horizon,stock_weight,bond_weight,t_bill_weight,is_control_point
random_00,0,0,0,1,0.12521600797912497,0.15558329414233354,0.7192006978785415,True
random_00,0,0,0,2,0.12761197673065186,0.15447609546908994,0.7179119278002581,False
random_00,0,0,0,3,0.13000794548217873,0.15336889679584634,0.7166231577219749,False
random_00,0,0,0,4,0.13240391423370562,0.15226169812260273,0.7153343876436916,False
random_00,0,0,0,5,0.1347998829852325,0.15115449944935913,0.7140456175654083,False
random_00,0,0,0,6,0.13719585173675938,0.15004730077611553,0.7127568474871251,False
random_00,0,0,0,7,0.13959182048828628,0.14894010210287192,0.7114680774088418,False
random_00,0,0,0,8,0.14198778923981314,0.14783290342962832,0.7101793073305585,False
random_00,0,0,0,9,0.14438375799134004,0.14672570475638472,0.7088905372522752,False
random_00,0,0,0,10,0.14677972674286693,0.1456185060831411,0.7076017671739919,False
random_00,0,0,0,11,0.1491756954943938,0.1445113074098975,0.7063129970957086,False
random_00,0,0,0,12,0.1515716642459207,0.1434041087366539,0.7050242270174254,False
random_00,0,0,0,13,0.1539676329974476,0.1422969100634103,0.7037354569391421,False
random_00,0,0,0,14,0.15636360174897446,0.1411897113901667,0.7024466868608588,False
random_00,0,0,0,15,0.15875957050050135,0.1400825127169231,0.7011579167825756,False
random_00,0,0,0,16,0.16115553925202825,0.13897531404367952,0.6998691467042922,False
random_00,0,0,0,17,0.1635515080035551,0.13786811537043592,0.698580376626009,False
random_00,0,0,0,18,0.165947476755082,0.13676091669719231,0.6972916065477257,False
random_00,0,0,0,19,0.1683434455066089,0.1356537180239487,0.6960028364694424,False
random_00,0,0,0,20,0.17073941425813577,0.1345465193507051,0.6947140663911592,False
random_00,0,0,0,21,0.17313538300966266,0.1334393206774615,0.6934252963128759,False
random_00,0,0,0,22,0.17553135176118953,0.1323321220042179,0.6921365262345925,False
random_00,0,0,0,23,0.17792732051271642,0.1312249233309743,0.6908477561563093,False
random_00,0,0,0,24,0.18032328926424332,0.1301177246577307,0.689558986078026,False
